Column1,code_2,category,description_2,code_3,description_3,abbreviations,id,link
507,I63,ischemic stroke,Cerebral infarction,I63.432,Cerebral infarction due to embolism of left posterior cerebral artery,I63 | I63.432 | ischemic stroke | Cerebral infarction | embolic ischemic stroke | Cerebral Embolic Infarction | Cerebral Artery Embolism with Infarction | Ischemic Stroke due to Embolism |,fff72d3b-1225-5a7b-8d28-b4bf891507a2,https://www.icd10data.com//ICD10CM/Codes/I00-I99/I60-I69/I63-/I63.432
508,I63,ischemic stroke,Cerebral infarction,I63.433,Cerebral infarction due to embolism of bilateral posterior cerebral arteries,I63 | I63.433 | ischemic stroke | Cerebral infarction | embolic ischemic stroke | Cerebral Embolic Infarction | Cerebral Artery Embolism with Infarction | Ischemic Stroke due to Embolism |,2a4ee6a9-51e8-5599-adb7-6fcffc7d7fd8,https://www.icd10data.com//ICD10CM/Codes/I00-I99/I60-I69/I63-/I63.433
509,I63,ischemic stroke,Cerebral infarction,I63.439,Cerebral infarction due to embolism of unspecified posterior cerebral artery,I63 | I63.439 | ischemic stroke | Cerebral infarction | embolic ischemic stroke | Cerebral Embolic Infarction | Cerebral Artery Embolism with Infarction | Ischemic Stroke due to Embolism |,e02b8c92-0e1a-5638-9dda-ebc396d71765,https://www.icd10data.com//ICD10CM/Codes/I00-I99/I60-I69/I63-/I63.439
510,I63,ischemic stroke,Cerebral infarction,I63.44,Cerebral infarction due to embolism of cerebellar artery,I63 | I63.44 | ischemic stroke | Cerebral infarction | Embolic Cerebellar Stroke | Cerebellar Artery Embolic Infarction | Cerebellar Embolic Stroke |,b1191ab8-6b90-5fbb-bd52-4bc183afe237,https://www.icd10data.com//ICD10CM/Codes/I00-I99/I60-I69/I63-/I63.44
511,I63,ischemic stroke,Cerebral infarction,I63.441,Cerebral infarction due to embolism of right cerebellar artery,I63 | I63.441 | ischemic stroke | Cerebral infarction | Embolic Cerebellar Stroke | Cerebellar Artery Embolic Infarction | Cerebellar Embolic Stroke |,c030782c-d4ff-5a4a-b770-1111255f678a,https://www.icd10data.com//ICD10CM/Codes/I00-I99/I60-I69/I63-/I63.441
512,I63,ischemic stroke,Cerebral infarction,I63.442,Cerebral infarction due to embolism of left cerebellar artery,I63 | I63.442 | ischemic stroke | Cerebral infarction | Embolic Cerebellar Stroke | Cerebellar Artery Embolic Infarction | Cerebellar Embolic Stroke |,6d520721-8537-5dd5-8d8e-14384f4651d3,https://www.icd10data.com//ICD10CM/Codes/I00-I99/I60-I69/I63-/I63.442
513,I63,ischemic stroke,Cerebral infarction,I63.443,Cerebral infarction due to embolism of bilateral cerebellar arteries,I63 | I63.443 | ischemic stroke | Cerebral infarction | Embolic Cerebellar Stroke | Cerebellar Artery Embolic Infarction | Cerebellar Embolic Stroke |,c5349ca7-37c1-5f6f-8698-f41cb10127b3,https://www.icd10data.com//ICD10CM/Codes/I00-I99/I60-I69/I63-/I63.443
514,I63,ischemic stroke,Cerebral infarction,I63.449,Cerebral infarction due to embolism of unspecified cerebellar artery,I63 | I63.449 | ischemic stroke | Cerebral infarction | Embolic Cerebellar Stroke | Cerebellar Artery Embolic Infarction | Cerebellar Embolic Stroke |,72d06e21-a758-5fc1-b0c9-bd770c30a28f,https://www.icd10data.com//ICD10CM/Codes/I00-I99/I60-I69/I63-/I63.449
515,I63,ischemic stroke,Cerebral infarction,I63.49,Cerebral infarction due to embolism of other cerebral artery,I63 | I63.49 | ischemic stroke | Cerebral infarction | Embolic Stroke of Other Cerebral Artery |,6e7e123c-4898-5ab9-9fe8-1fc092e5456b,https://www.icd10data.com//ICD10CM/Codes/I00-I99/I60-I69/I63-/I63.49
516,I63,ischemic stroke,Cerebral infarction,I63.5,Cerebral infarction due to unspecified occlusion or stenosis of cerebral arteries,I63 | I63.5 | ischemic stroke | Cerebral infarction | Cerebral infarction due to Intracranial Artery Stenosis | Cerebral infarction due to occlusion |,eb4aed5f-24a0-59f2-b140-c4db13129eb8,https://www.icd10data.com//ICD10CM/Codes/I00-I99/I60-I69/I63-/I63.5
517,I63,ischemic stroke,Cerebral infarction,I63.50,Cerebral infarction due to unspecified occlusion or stenosis of unspecified cerebral artery,I63 | I63.50 | ischemic stroke | Cerebral infarction | Cerebral infarction due to Intracranial Artery Stenosis | Cerebral infarction due to occlusion |,7c1cad65-8589-5397-b275-07475ccba499,https://www.icd10data.com//ICD10CM/Codes/I00-I99/I60-I69/I63-/I63.50
518,I63,ischemic stroke,Cerebral infarction,I63.51,Cerebral infarction due to unspecified occlusion or stenosis of middle cerebral artery,I63 | I63.51 | ischemic stroke | Cerebral infarction | Cerebral infarction due to Intracranial Artery Stenosis | Cerebral infarction due to occlusion |,4ab731fc-1b63-5ac0-a57b-9b37b3a98477,https://www.icd10data.com//ICD10CM/Codes/I00-I99/I60-I69/I63-/I63.51
519,I63,ischemic stroke,Cerebral infarction,I63.511,Cerebral infarction due to unspecified occlusion or stenosis of right middle cerebral artery,I63 | I63.511 | ischemic stroke | Cerebral infarction | Cerebral infarction due to Intracranial Artery Stenosis | Cerebral infarction due to occlusion |,4b11429f-a0ef-53ce-b0cf-2311bb5f9f11,https://www.icd10data.com//ICD10CM/Codes/I00-I99/I60-I69/I63-/I63.511
520,I63,ischemic stroke,Cerebral infarction,I63.512,Cerebral infarction due to unspecified occlusion or stenosis of left middle cerebral artery,I63 | I63.512 | ischemic stroke | Cerebral infarction | Cerebral infarction due to Intracranial Artery Stenosis | Cerebral infarction due to occlusion |,7ee73b5a-1731-5be5-9c16-57073ebc2a0c,https://www.icd10data.com//ICD10CM/Codes/I00-I99/I60-I69/I63-/I63.512
521,I63,ischemic stroke,Cerebral infarction,I63.513,Cerebral infarction due to unspecified occlusion or stenosis of bilateral middle cerebral arteries,I63 | I63.513 | ischemic stroke | Cerebral infarction | Cerebral infarction due to Intracranial Artery Stenosis | Cerebral infarction due to occlusion |,5a53ef01-4019-580e-bdd4-e7d40821bcba,https://www.icd10data.com//ICD10CM/Codes/I00-I99/I60-I69/I63-/I63.513
522,I63,ischemic stroke,Cerebral infarction,I63.519,Cerebral infarction due to unspecified occlusion or stenosis of unspecified middle cerebral artery,I63 | I63.519 | ischemic stroke | Cerebral infarction | Cerebral infarction due to Intracranial Artery Stenosis | Cerebral infarction due to occlusion |,bd7feaf0-61a7-5f56-92e3-71981ed2946e,https://www.icd10data.com//ICD10CM/Codes/I00-I99/I60-I69/I63-/I63.519
523,I63,ischemic stroke,Cerebral infarction,I63.52,Cerebral infarction due to unspecified occlusion or stenosis of anterior cerebral artery,I63 | I63.52 | ischemic stroke | Cerebral infarction | Cerebral infarction due stenosis of anterior cerebral artery | Cerebral infarction due to occlusion |,ec6ddd05-201c-5a5b-bef6-9b6e1ec5b7b8,https://www.icd10data.com//ICD10CM/Codes/I00-I99/I60-I69/I63-/I63.52
524,I63,ischemic stroke,Cerebral infarction,I63.521,Cerebral infarction due to unspecified occlusion or stenosis of right anterior cerebral artery,I63 | I63.521 | ischemic stroke | Cerebral infarction | Cerebral infarction due stenosis of anterior cerebral artery | Cerebral infarction due to occlusion |,93332813-1a41-5005-a550-74321556e4dd,https://www.icd10data.com//ICD10CM/Codes/I00-I99/I60-I69/I63-/I63.521
525,I63,ischemic stroke,Cerebral infarction,I63.522,Cerebral infarction due to unspecified occlusion or stenosis of left anterior cerebral artery,I63 | I63.522 | ischemic stroke | Cerebral infarction | Cerebral infarction due stenosis of anterior cerebral artery | Cerebral infarction due to occlusion |,7d311f2b-2e57-5c2c-849b-19b48ed95422,https://www.icd10data.com//ICD10CM/Codes/I00-I99/I60-I69/I63-/I63.522
526,I63,ischemic stroke,Cerebral infarction,I63.523,Cerebral infarction due to unspecified occlusion or stenosis of bilateral anterior cerebral arteries,I63 | I63.523 | ischemic stroke | Cerebral infarction | Cerebral infarction due stenosis of anterior cerebral artery | Cerebral infarction due to occlusion |,53ebb373-0ac4-566a-9920-243b172f9e38,https://www.icd10data.com//ICD10CM/Codes/I00-I99/I60-I69/I63-/I63.523
527,I63,ischemic stroke,Cerebral infarction,I63.529,Cerebral infarction due to unspecified occlusion or stenosis of unspecified anterior cerebral artery,I63 | I63.529 | ischemic stroke | Cerebral infarction | Cerebral infarction due stenosis of anterior cerebral artery | Cerebral infarction due to occlusion |,054c3d9c-5370-5537-87a6-17523eba87da,https://www.icd10data.com//ICD10CM/Codes/I00-I99/I60-I69/I63-/I63.529
528,I63,ischemic stroke,Cerebral infarction,I63.53,Cerebral infarction due to unspecified occlusion or stenosis of posterior cerebral artery,I63 | I63.53 | ischemic stroke | Cerebral infarction | Cerebral infarction due stenosis of posterior cerebral artery | Cerebral infarction due to occlusion |,f040acd2-af1c-507d-8e0e-62eb8764477a,https://www.icd10data.com//ICD10CM/Codes/I00-I99/I60-I69/I63-/I63.53
529,I63,ischemic stroke,Cerebral infarction,I63.531,Cerebral infarction due to unspecified occlusion or stenosis of right posterior cerebral artery,I63 | I63.531 | ischemic stroke | Cerebral infarction | Cerebral infarction due stenosis of posterior cerebral artery | Cerebral infarction due to occlusion |,c2a3314b-adb2-5e54-ad0b-67004b620fea,https://www.icd10data.com//ICD10CM/Codes/I00-I99/I60-I69/I63-/I63.531
530,I63,ischemic stroke,Cerebral infarction,I63.532,Cerebral infarction due to unspecified occlusion or stenosis of left posterior cerebral artery,I63 | I63.532 | ischemic stroke | Cerebral infarction | Cerebral infarction due stenosis of posterior cerebral artery | Cerebral infarction due to occlusion |,97f354b4-82cd-5bb8-a482-4b27ab166259,https://www.icd10data.com//ICD10CM/Codes/I00-I99/I60-I69/I63-/I63.532
531,I63,ischemic stroke,Cerebral infarction,I63.533,Cerebral infarction due to unspecified occlusion or stenosis of bilateral posterior cerebral arteries,I63 | I63.533 | ischemic stroke | Cerebral infarction | Cerebral infarction due stenosis of posterior cerebral artery | Cerebral infarction due to occlusion |,a75ce812-cb96-53c8-b11a-14ed83d749e1,https://www.icd10data.com//ICD10CM/Codes/I00-I99/I60-I69/I63-/I63.533
532,I63,ischemic stroke,Cerebral infarction,I63.539,Cerebral infarction due to unspecified occlusion or stenosis of unspecified posterior cerebral artery,I63 | I63.539 | ischemic stroke | Cerebral infarction | Cerebral infarction due stenosis of posterior cerebral artery | Cerebral infarction due to occlusion |,2194ad74-5814-574d-a421-732b8e03ac59,https://www.icd10data.com//ICD10CM/Codes/I00-I99/I60-I69/I63-/I63.539
533,I63,ischemic stroke,Cerebral infarction,I63.54,Cerebral infarction due to unspecified occlusion or stenosis of cerebellar artery,I63 | I63.54 | ischemic stroke | Cerebral infarction | Cerebral infarction due stenosis of cerebellar artery | Cerebral infarction due to occlusion |,0a4d3cb4-b9a5-5bac-b0b6-3928845b2e3a,https://www.icd10data.com//ICD10CM/Codes/I00-I99/I60-I69/I63-/I63.54
534,I63,ischemic stroke,Cerebral infarction,I63.541,Cerebral infarction due to unspecified occlusion or stenosis of right cerebellar artery,I63 | I63.541 | ischemic stroke | Cerebral infarction | Cerebral infarction due stenosis of cerebellar artery | Cerebral infarction due to occlusion |,c9e70866-bca6-51a6-aeca-fba58eda31ef,https://www.icd10data.com//ICD10CM/Codes/I00-I99/I60-I69/I63-/I63.541
535,I63,ischemic stroke,Cerebral infarction,I63.542,Cerebral infarction due to unspecified occlusion or stenosis of left cerebellar artery,I63 | I63.542 | ischemic stroke | Cerebral infarction | Cerebral infarction due stenosis of cerebellar artery | Cerebral infarction due to occlusion |,6a4d2e6c-8ffc-56d6-83a6-4bfad87e22bb,https://www.icd10data.com//ICD10CM/Codes/I00-I99/I60-I69/I63-/I63.542
536,I63,ischemic stroke,Cerebral infarction,I63.543,Cerebral infarction due to unspecified occlusion or stenosis of bilateral cerebellar arteries,I63 | I63.543 | ischemic stroke | Cerebral infarction | Cerebral infarction due stenosis of cerebellar artery | Cerebral infarction due to occlusion |,7e2057e9-ec69-51c3-99ec-7a181dd1a723,https://www.icd10data.com//ICD10CM/Codes/I00-I99/I60-I69/I63-/I63.543
537,I63,ischemic stroke,Cerebral infarction,I63.549,Cerebral infarction due to unspecified occlusion or stenosis of unspecified cerebellar artery,I63 | I63.549 | ischemic stroke | Cerebral infarction | Cerebral infarction due stenosis of cerebellar artery | Cerebral infarction due to occlusion |,f619bd4a-b8b7-5977-91f2-0eff1fd46ab1,https://www.icd10data.com//ICD10CM/Codes/I00-I99/I60-I69/I63-/I63.549
538,I63,ischemic stroke,Cerebral infarction,I63.59,Cerebral infarction due to unspecified occlusion or stenosis of other cerebral artery,I63 | I63.59 | ischemic stroke | Cerebral infarction | Cerebral infarction due stenosis of cerebellar artery | Cerebral infarction due to occlusion |,626bb591-0336-5687-b968-0b6e44cf08bd,https://www.icd10data.com//ICD10CM/Codes/I00-I99/I60-I69/I63-/I63.59
539,I63,ischemic stroke,Cerebral infarction,I63.6,"Cerebral infarction due to cerebral venous thrombosis, nonpyogenic",I63 | I63.6 | ischemic stroke | Cerebral infarction | Cerebral infarction due to cerebral venous thrombosis |,65548971-b7ae-5380-9380-fbd907e6d78b,https://www.icd10data.com//ICD10CM/Codes/I00-I99/I60-I69/I63-/I63.6
541,I63,ischemic stroke,Cerebral infarction,I63.81,Other cerebral infarction due to occlusion or stenosis of small artery,I63 | I63.81 | ischemic stroke | Cerebral infarction | cerebral infarction due to occlusion | cerebral infarction due to stenosis of small artery |,e17d4bd5-4e5f-5bf3-97d0-6ee78471cf43,https://www.icd10data.com//ICD10CM/Codes/I00-I99/I60-I69/I63-/I63.81
542,I63,ischemic stroke,Cerebral infarction,I63.89,Other cerebral infarction,I63 | I63.89 | ischemic stroke | Cerebral infarction | other cerebral infarction |,59c78641-ed23-5bbd-8825-c1a259e7b0fa,https://www.icd10data.com//ICD10CM/Codes/I00-I99/I60-I69/I63-/I63.89
543,I63,ischemic stroke,Cerebral infarction,I63.9,"Cerebral infarction, unspecified",I63 | I63.9 | ischemic stroke | Cerebral infarction | unspecified cerebral infarction |,0623414b-0155-5e0b-acca-081c680e743c,https://www.icd10data.com//ICD10CM/Codes/I00-I99/I60-I69/I63-/I63.9
2,E78,Lipidemia,Disorders of lipoprotein metabolism and other lipidemias,E78.00,Pure hypercholesterolemia unspecified,E78 | E78.00 | Lipidemias | hypercholesterolemia |,0a1caa9b-1b07-5d6b-947e-90fe239ead0f,https://www.icd10data.com//ICD10CM/Codes/E00-E89/E70-E88/E78-/E78.00
540,I63,ischemic stroke,Cerebral infarction,I63.8,Other cerebral infarction,I63 | I63.8 | ischemic stroke | Cerebral infarction | ,26c1f749-2d3e-5e8c-831b-64dc247027db,
7,E78,Lipidemia,Disorders of lipoprotein metabolism and other lipidemias,E78.4,Other hyperlipidemia,E78 | E78.4 | Lipidemias | hypercholesterolemia | Hyperchylomicronemia | dyslipidemia | high cholesterol |,c9b23bd6-5677-5e53-b5f3-9fb71705c5c5,https://www.icd10data.com//ICD10CM/Codes/E00-E89/E70-E88/E78-/E78.4
572,I66,Occlusion and stenosis of precerebral arteries,"Occlusion and stenosis of cerebral arteries, not resulting in cerebral infarction",I66.23,Occlusion and stenosis of bilateral posterior cerebral arteries,I66 | I66.23 |Occlusion and stenosis of cerebral arteries | Occlusion of cerebral arteries |  stenosis of cerebral arteries | cerebral artery obstruction | cerebral artery narrowing |,6f312504-e53b-5ac1-90d7-aec508c8c14f,
573,I66,Occlusion and stenosis of precerebral arteries,"Occlusion and stenosis of cerebral arteries, not resulting in cerebral infarction",I66.29,Occlusion and stenosis of unspecified posterior cerebral artery,I66 | I66.29 |Occlusion and stenosis of cerebral arteries | Occlusion of cerebral arteries |  stenosis of cerebral arteries | cerebral artery obstruction | cerebral artery narrowing |,7c1785cd-7f07-5672-9ee6-27fdc2be752d,
574,I66,Occlusion and stenosis of precerebral arteries,"Occlusion and stenosis of cerebral arteries, not resulting in cerebral infarction",I66.3,Occlusion and stenosis of cerebellar arteries,I66 | I66.3 | Occlusion and stenosis of cerebellar arteries | Occlusion  of cerebellar arteries | stenosis of cerebellar arteries | Obstruction of cerebellar arteries |,14278e9c-f0a5-533f-9102-1343d165b067,
575,I66,Occlusion and stenosis of precerebral arteries,"Occlusion and stenosis of cerebral arteries, not resulting in cerebral infarction",I66.8,Occlusion and stenosis of other cerebral arteries,I66 | I66.8 | Occlusion and stenosis of cerebral arteries | Occlusion  of cerebral arteries | stenosis of cerebral arteries | Obstruction of cerebral arteries |,81b50b2a-a7c1-5329-bdbb-c7d7ba72bd33,
576,I66,Occlusion and stenosis of precerebral arteries,"Occlusion and stenosis of cerebral arteries, not resulting in cerebral infarction",I66.9,Occlusion and stenosis of unspecified cerebral artery,I66 | I66.9 | Occlusion and stenosis of cerebral arteries | Occlusion  of cerebral arteries | stenosis of cerebral arteries | Obstruction of cerebral arteries |Intracranial Stenosis  |,bfcf8a7d-25c8-5b2f-b7fa-7a0b3d8a12e4,
31,I21,Heart Attack,Acute myocardial infarction,I21.01,ST elevation (STEMI) myocardial infarction involving left main coronary artery,I21 | I21.01 |Heart Attack | Myocardial infarction | AMI | STEMI | (STEMI) | ST elevation  myocardial infarction | MI | Coronary Artety Disease | CAD |,1f386f65-1c37-55d8-9cbb-027610e24a3f,
32,I21,Heart Attack,Acute myocardial infarction,I21.02,ST elevation (STEMI) myocardial infarction involving left anterior descending coronary artery,I21 | I21.02 |Heart Attack | Myocardial infarction | AMI | STEMI | (STEMI) | ST elevation  myocardial infarction | MI | Coronary Artety Disease | CAD |,964bb001-f6bf-5915-aa8d-314cc5ba1178,
33,I21,Heart Attack,Acute myocardial infarction,I21.09,ST elevation (STEMI) myocardial infarction involving other coronary artery of anterior wall,I21 | I21.09 |Heart Attack | Myocardial infarction | AMI | STEMI | (STEMI) | ST elevation  myocardial infarction | MI | Coronary Artety Disease | CAD |,847eaefe-ab24-589b-b890-074b07c9bae4,
34,I21,Heart Attack,Acute myocardial infarction,I21.1,ST elevation (STEMI) myocardial infarction of inferior wall,I21 | I21.1 |Heart Attack | Myocardial infarction | AMI | STEMI | (STEMI) | ST elevation  myocardial infarction | MI | Coronary Artety Disease | CAD |,a92dafcf-c06e-5e91-9872-59f3bf5e3751,
35,I21,Heart Attack,Acute myocardial infarction,I21.11,ST elevation (STEMI) myocardial infarction involving right coronary artery,I21 | I21.11 |Heart Attack | Myocardial infarction | AMI | STEMI | (STEMI) | ST elevation  myocardial infarction | MI | Coronary Artety Disease | CAD |,d2a34fac-e4b7-51bf-9501-68ca3f33713a,
36,I21,Heart Attack,Acute myocardial infarction,I21.19,ST elevation (STEMI) myocardial infarction involving other coronary artery of inferior wall,I21 | I21.19 |Heart Attack | Myocardial infarction | AMI | STEMI | (STEMI) | ST elevation  myocardial infarction | MI | Coronary Artety Disease | CAD |,3c3b3745-3065-5b18-95c1-4592bfd9eea4,
37,I21,Heart Attack,Acute myocardial infarction,I21.2,ST elevation (STEMI) myocardial infarction of other sites,I21 | I21.2 |Heart Attack | Myocardial infarction | AMI | STEMI | (STEMI) | ST elevation  myocardial infarction | MI | Coronary Artety Disease | CAD |,f590dc1d-c76f-5e49-9bdb-dd2641577f18,
38,I21,Heart Attack,Acute myocardial infarction,I21.21,ST elevation (STEMI) myocardial infarction involving left circumflex coronary artery,I21 | I21.21 |Heart Attack | Myocardial infarction | AMI | STEMI | (STEMI) | ST elevation  myocardial infarction | MI | Coronary Artety Disease | CAD |,d0716235-70f3-5be2-908e-c81e9c176ca1,
39,I21,Heart Attack,Acute myocardial infarction,I21.29,ST elevation (STEMI) myocardial infarction involving other sites,I21 | I21.29 |Heart Attack | Myocardial infarction | AMI | STEMI | (STEMI) | ST elevation  myocardial infarction | MI | Coronary Artety Disease | CAD |,ed972bcb-acb9-5783-bc77-48bef60c44ca,
40,I21,Heart Attack,Acute myocardial infarction,I21.3,ST elevation (STEMI) myocardial infarction of unspecified site,I21 | I21.3 |Heart Attack | Myocardial infarction | AMI | STEMI | (STEMI) | ST elevation  myocardial infarction | MI | Coronary Artety Disease | CAD |,028ca557-20ca-5f54-8ef4-e47f37f7dc5d,
