Column1,code_2,Unnamed: 2,description_2,code_3,description_3,id,link,Category
107,C31,,Malignant neoplasm of accessory sinuses,C31.8,Malignant neoplasm of overlapping sites of accessory sinuses,45fea247-f872-5f0e-b0ea-53fb7622d0ec,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C30-C39/C31-/C31.8,Accessory Sinus Cancer
108,C31,,Malignant neoplasm of accessory sinuses,C31.9,"Malignant neoplasm of accessory sinus, unspecified",080819cf-6b02-5736-b281-51a0e1ab4e33,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C30-C39/C31-/C31.9,Accessory Sinus Cancer
109,C32,,Malignant neoplasm of larynx,C32.0,Malignant neoplasm of glottis,91ce068d-b803-58f0-9d86-41504c80874b,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C30-C39/C32-/C32.0,Laryngeal Cancer
110,C32,,Malignant neoplasm of larynx,C32.1,Malignant neoplasm of supraglottis,b7b22e85-0e91-59cd-9dab-342d07f16971,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C30-C39/C32-/C32.1,Laryngeal Cancer
111,C32,,Malignant neoplasm of larynx,C32.2,Malignant neoplasm of subglottis,30532c0f-9b0a-5aa4-94e0-b4602adcb288,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C30-C39/C32-/C32.2,Laryngeal Cancer
112,C32,,Malignant neoplasm of larynx,C32.3,Malignant neoplasm of laryngeal cartilage,3283023d-9943-548e-88ad-d73d0a5fdf76,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C30-C39/C32-/C32.3,Laryngeal Cancer
113,C32,,Malignant neoplasm of larynx,C32.8,Malignant neoplasm of overlapping sites of larynx,0fcffb12-8738-5d63-a1e3-92e714d60c16,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C30-C39/C32-/C32.8,Laryngeal Cancer
114,C32,,Malignant neoplasm of larynx,C32.9,"Malignant neoplasm of larynx, unspecified",fc8a4081-2748-5189-9d2c-9a61a9f3be25,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C30-C39/C32-/C32.9,Laryngeal Cancer
115,C34,,Malignant neoplasm of bronchus and lung,C34.0,Malignant neoplasm of main bronchus,832af14f-2e9f-5590-a901-0b797184b4c0,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C30-C39/C34-/C34.0,Lung Cancer
116,C34,,Malignant neoplasm of bronchus and lung,C34.00,Malignant neoplasm of unspecified main bronchus,e85df83e-c9f1-57c7-8297-9c22473efb6f,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C30-C39/C34-/C34.00,Lung Cancer
117,C34,,Malignant neoplasm of bronchus and lung,C34.01,Malignant neoplasm of right main bronchus,4fd82266-d9e4-5e2c-952f-208fcb0824ef,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C30-C39/C34-/C34.01,Lung Cancer
118,C34,,Malignant neoplasm of bronchus and lung,C34.02,Malignant neoplasm of left main bronchus,921c3d0d-cda3-573c-81e7-f0fe661e1ed2,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C30-C39/C34-/C34.02,Lung Cancer
119,C34,,Malignant neoplasm of bronchus and lung,C34.1,"Malignant neoplasm of upper lobe, bronchus or lung",679d08b6-b3c0-5344-bfd5-d9ce32cbf9a7,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C30-C39/C34-/C34.1,Lung Cancer
120,C34,,Malignant neoplasm of bronchus and lung,C34.10,"Malignant neoplasm of upper lobe, unspecified bronchus or lung",ff5193cd-3b54-58be-9f28-b16366755d1a,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C30-C39/C34-/C34.10,Lung Cancer
121,C34,,Malignant neoplasm of bronchus and lung,C34.11,"Malignant neoplasm of upper lobe, right bronchus or lung",e80034fd-d87f-5567-b461-bbb121f4615f,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C30-C39/C34-/C34.11,Lung Cancer
122,C34,,Malignant neoplasm of bronchus and lung,C34.12,"Malignant neoplasm of upper lobe, left bronchus or lung",497a380a-a398-5ab7-bd72-03064aebd01b,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C30-C39/C34-/C34.12,Lung Cancer
123,C34,,Malignant neoplasm of bronchus and lung,C34.2,"Malignant neoplasm of middle lobe, bronchus or lung",d13d8895-aced-5038-a143-9085ca779a0e,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C30-C39/C34-/C34.2,Lung Cancer
124,C34,,Malignant neoplasm of bronchus and lung,C34.3,"Malignant neoplasm of lower lobe, bronchus or lung",8b9b76c8-eb35-5365-99e8-5dde935a3bbe,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C30-C39/C34-/C34.3,Lung Cancer
125,C34,,Malignant neoplasm of bronchus and lung,C34.30,"Malignant neoplasm of lower lobe, unspecified bronchus or lung",edd82abd-76a6-56d2-b4a3-a64816be3568,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C30-C39/C34-/C34.30,Lung Cancer
126,C34,,Malignant neoplasm of bronchus and lung,C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",3c358d39-3c7c-5ad7-9d3f-e480284b3590,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C30-C39/C34-/C34.31,Lung Cancer
127,C34,,Malignant neoplasm of bronchus and lung,C34.32,"Malignant neoplasm of lower lobe, left bronchus or lung",a46839c2-896d-5da1-96f7-d6e38df9cc21,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C30-C39/C34-/C34.32,Lung Cancer
128,C34,,Malignant neoplasm of bronchus and lung,C34.8,Malignant neoplasm of overlapping sites of bronchus and lung,ac4297d3-abbb-5963-994d-1cfa1dfb1c57,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C30-C39/C34-/C34.8,Lung Cancer
129,C34,,Malignant neoplasm of bronchus and lung,C34.80,Malignant neoplasm of overlapping sites of unspecified bronchus and lung,b655b7d8-f52c-55d6-a2a4-3469ce2bf01c,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C30-C39/C34-/C34.80,Lung Cancer
130,C34,,Malignant neoplasm of bronchus and lung,C34.81,Malignant neoplasm of overlapping sites of right bronchus and lung,161d3d5b-bfaa-5824-8392-9941f92a43c5,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C30-C39/C34-/C34.81,Lung Cancer
131,C34,,Malignant neoplasm of bronchus and lung,C34.82,Malignant neoplasm of overlapping sites of left bronchus and lung,ba23df89-7c12-5904-b29d-241d3b67b587,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C30-C39/C34-/C34.82,Lung Cancer
132,C34,,Malignant neoplasm of bronchus and lung,C34.9,Malignant neoplasm of unspecified part of bronchus or lung,2391867d-d564-59f0-a84e-8637648d399a,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C30-C39/C34-/C34.9,Lung Cancer
133,C34,,Malignant neoplasm of bronchus and lung,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,d1b9a900-5e5d-551a-b411-bd182fdfa9a7,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C30-C39/C34-/C34.90,Lung Cancer
134,C34,,Malignant neoplasm of bronchus and lung,C34.91,Malignant neoplasm of unspecified part of right bronchus or lung,c63f6ac6-c868-59ad-a779-9a4323211845,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C30-C39/C34-/C34.91,Lung Cancer
135,C34,,Malignant neoplasm of bronchus and lung,C34.92,Malignant neoplasm of unspecified part of left bronchus or lung,57905e53-51c6-514f-ae69-981ce98af042,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C30-C39/C34-/C34.92,Lung Cancer
136,C43,,Malignant melanoma of skin,C43.0,Malignant melanoma of lip,04bf213e-9bf2-5185-bd52-5d69f39b0cdb,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C43-/C43.0,Melanoma
137,C43,,Malignant melanoma of skin,C43.1,"Malignant melanoma of eyelid, including canthus",4a34622f-3b83-5536-a85f-da08a9b45424,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C43-/C43.1,Melanoma
138,C43,,Malignant melanoma of skin,C43.10,"Malignant melanoma of unspecified eyelid, including canthus",c292bfb0-4af7-5764-b08c-4371f9074d0d,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C43-/C43.10,Melanoma
139,C43,,Malignant melanoma of skin,C43.11,"Malignant melanoma of right eyelid, including canthus",68ca5aae-a4ac-5e20-b5c9-7ccc3f1e21ee,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C43-/C43.11,Melanoma
140,C43,,Malignant melanoma of skin,C43.111,"Malignant melanoma of right upper eyelid, including canthus",b0c4269c-e05f-5d60-9521-eddb18b4a910,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C43-/C43.111,Melanoma
141,C43,,Malignant melanoma of skin,C43.112,"Malignant melanoma of right lower eyelid, including canthus",f15c6fc9-39f2-5374-bd0b-b0170628bb9a,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C43-/C43.112,Melanoma
142,C43,,Malignant melanoma of skin,C43.12,"Malignant melanoma of left eyelid, including canthus",449c6712-07ab-5ce2-a494-a4305b262198,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C43-/C43.12,Melanoma
143,C43,,Malignant melanoma of skin,C43.121,"Malignant melanoma of left upper eyelid, including canthus",905b2958-40e5-5a2a-be1e-158b794e4214,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C43-/C43.121,Melanoma
144,C43,,Malignant melanoma of skin,C43.122,"Malignant melanoma of left lower eyelid, including canthus",ddb674eb-6d2d-5874-aaeb-0974b7ef9a9a,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C43-/C43.122,Melanoma
147,C43,,Malignant melanoma of skin,C43.21,Malignant melanoma of right ear and external auricular canal,ccf45833-7aae-5c3f-ae85-0cc60a924ed6,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C43-/C43.21,Melanoma
148,C43,,Malignant melanoma of skin,C43.22,Malignant melanoma of left ear and external auricular canal,6e1b7fa4-8fa7-5edb-9e29-68b3809c1138,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C43-/C43.22,Melanoma
149,C43,,Malignant melanoma of skin,C43.3,Malignant melanoma of other and unspecified parts of face,384c8760-68ae-54b4-815a-cd3e72de62b6,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C43-/C43.3,Melanoma
150,C43,,Malignant melanoma of skin,C43.30,Malignant melanoma of unspecified part of face,c912d564-232a-566c-b568-b675c0a8c3cf,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C43-/C43.30,Melanoma
151,C43,,Malignant melanoma of skin,C43.31,Malignant melanoma of nose,e8373eab-2792-5a8b-a82c-6e9c20212db7,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C43-/C43.31,Melanoma
152,C43,,Malignant melanoma of skin,C43.39,Malignant melanoma of other parts of face,b559bf44-263a-5176-8f89-7e5df095c1a0,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C43-/C43.39,Melanoma
153,C43,,Malignant melanoma of skin,C43.4,Malignant melanoma of scalp and neck,cd5d6a32-1b55-5947-a0b0-32c38651df54,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C43-/C43.4,Melanoma
154,C43,,Malignant melanoma of skin,C43.5,Malignant melanoma of trunk,a18fd0dc-9aed-528d-9080-e0e11fe2b5b7,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C43-/C43.5,Melanoma
155,C43,,Malignant melanoma of skin,C43.51,Malignant melanoma of anal skin,5d40bef0-3943-56b9-845f-13ac7fcdebbd,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C43-/C43.51,Melanoma
156,C43,,Malignant melanoma of skin,C43.52,Malignant melanoma of skin of breast,967c3615-885e-56f3-9d8b-bb260ed73b47,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C43-/C43.52,Melanoma
157,C43,,Malignant melanoma of skin,C43.59,Malignant melanoma of other part of trunk,25b61e4f-3feb-59fa-9d20-443c20789004,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C43-/C43.59,Melanoma
158,C43,,Malignant melanoma of skin,C43.6,"Malignant melanoma of upper limb, including shoulder",fa62d9f0-24b1-54c6-b154-50a3df750acd,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C43-/C43.6,Melanoma
159,C43,,Malignant melanoma of skin,C43.60,"Malignant melanoma of unspecified upper limb, including shoulder",19aac311-6659-56ac-b782-265e26d1a511,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C43-/C43.60,Melanoma
160,C43,,Malignant melanoma of skin,C43.61,"Malignant melanoma of right upper limb, including shoulder",22170136-8c92-517a-8288-34d42f04eb7f,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C43-/C43.61,Melanoma
161,C43,,Malignant melanoma of skin,C43.62,"Malignant melanoma of left upper limb, including shoulder",fbd39c08-cced-5321-83cb-4fb3a35ec57a,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C43-/C43.62,Melanoma
162,C43,,Malignant melanoma of skin,C43.7,"Malignant melanoma of lower limb, including hip",d30bf399-5e3f-502a-8ded-219ecf436b8d,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C43-/C43.7,Melanoma
163,C43,,Malignant melanoma of skin,C43.70,"Malignant melanoma of unspecified lower limb, including hip",7c6a6328-3dd5-521b-b511-87ee91ac3997,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C43-/C43.70,Melanoma
164,C43,,Malignant melanoma of skin,C43.71,"Malignant melanoma of right lower limb, including hip",fa61ac5a-26e6-5787-b61d-4585b2d72ebf,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C43-/C43.71,Melanoma
165,C43,,Malignant melanoma of skin,C43.72,"Malignant melanoma of left lower limb, including hip",adce3544-874b-5bb5-966a-2af4f5d0b79b,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C43-/C43.72,Melanoma
166,C43,,Malignant melanoma of skin,C43.8,Malignant melanoma of overlapping sites of skin,ef309a2d-6167-5b5b-8041-4877bbace0ee,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C43-/C43.8,Melanoma
167,C43,,Malignant melanoma of skin,C43.9,"Malignant melanoma of skin, unspecified",e859811f-b9cd-5d88-8fb0-3320cf94ba37,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C43-/C43.9,Melanoma
168,C44,,Other and unspecified malignant neoplasm of skin,C44.0,Other and unspecified malignant neoplasm of skin of lip,72611c79-b6a7-5b5e-942d-e95cbc3af8d6,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.0,Skin Cancer
169,C44,,Other and unspecified malignant neoplasm of skin,C44.00,Unspecified malignant neoplasm of skin of lip,e800fc3f-b555-5933-82be-b1a259bfeb37,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.00,Skin Cancer
170,C44,,Other and unspecified malignant neoplasm of skin,C44.01,Basal cell carcinoma of skin of lip,61e20273-a7ac-56da-b2d6-c32211e89cb9,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.01,Skin Cancer
171,C44,,Other and unspecified malignant neoplasm of skin,C44.02,Squamous cell carcinoma of skin of lip,7e02ddf5-b0c6-506a-aa29-fd016b854346,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.02,Skin Cancer
172,C44,,Other and unspecified malignant neoplasm of skin,C44.09,Other specified malignant neoplasm of skin of lip,b1b2aab2-ed2e-5e5f-a16a-b70bff301b6e,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.09,Skin Cancer
173,C44,,Other and unspecified malignant neoplasm of skin,C44.1,"Other and unspecified malignant neoplasm of skin of eyelid, including canthus",19f276fd-6e7e-5ecd-bb53-063a0627394f,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.1,Skin Cancer
174,C44,,Other and unspecified malignant neoplasm of skin,C44.10,"Unspecified malignant neoplasm of skin of eyelid, including canthus",5fd0cad5-1694-576e-b767-0d49b634602d,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.10,Skin Cancer
175,C44,,Other and unspecified malignant neoplasm of skin,C44.101,"Unspecified malignant neoplasm of skin of unspecified eyelid, including canthus",2e33b8d0-b3df-5f17-8001-d0be95822e89,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.101,Skin Cancer
176,C44,,Other and unspecified malignant neoplasm of skin,C44.102,"Unspecified malignant neoplasm of skin of right eyelid, including canthus",fa7cc823-84ec-50cd-94fd-fa0244cbad63,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.102,Skin Cancer
177,C44,,Other and unspecified malignant neoplasm of skin,C44.1021,"Unspecified malignant neoplasm of skin of right upper eyelid, including canthus",e16553cf-3869-54e3-8c9f-b018fbc06902,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.1021,Skin Cancer
178,C44,,Other and unspecified malignant neoplasm of skin,C44.1022,"Unspecified malignant neoplasm of skin of right lower eyelid, including canthus",a9e24c13-c77f-5977-b118-644c16daea0a,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.1022,Skin Cancer
179,C44,,Other and unspecified malignant neoplasm of skin,C44.109,"Unspecified malignant neoplasm of skin of left eyelid, including canthus",1b1b258f-1698-5058-920f-83038e181742,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.109,Skin Cancer
180,C44,,Other and unspecified malignant neoplasm of skin,C44.1091,"Unspecified malignant neoplasm of skin of left upper eyelid, including canthus",c08fb03b-a32f-51b4-ad88-12be0ab73976,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.1091,Skin Cancer
181,C44,,Other and unspecified malignant neoplasm of skin,C44.1092,"Unspecified malignant neoplasm of skin of left lower eyelid, including canthus",1383b0da-6c75-5a61-acd3-477e1ae762ed,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.1092,Skin Cancer
182,C44,,Other and unspecified malignant neoplasm of skin,C44.11,"Basal cell carcinoma of skin of eyelid, including canthus",d936f062-bca9-5458-81c6-ff2331d420b1,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.11,Skin Cancer
183,C44,,Other and unspecified malignant neoplasm of skin,C44.111,"Basal cell carcinoma of skin of unspecified eyelid, including canthus",523bad6e-46c5-52cc-9e5b-7949a4eb71f4,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.111,Skin Cancer
184,C44,,Other and unspecified malignant neoplasm of skin,C44.112,"Basal cell carcinoma of skin of right eyelid, including canthus",aa0fb2f3-7702-596e-adbc-155e4c08c6d7,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.112,Skin Cancer
185,C44,,Other and unspecified malignant neoplasm of skin,C44.1121,"Basal cell carcinoma of skin of right upper eyelid, including canthus",96c2abd1-1d1b-5cd2-b71b-9b5761921ed7,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.1121,Skin Cancer
186,C44,,Other and unspecified malignant neoplasm of skin,C44.1122,"Basal cell carcinoma of skin of right lower eyelid, including canthus",1f9d7cc3-f9a8-5bb3-b317-4bf55f5080e5,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.1122,Skin Cancer
187,C44,,Other and unspecified malignant neoplasm of skin,C44.119,"Basal cell carcinoma of skin of left eyelid, including canthus",efedaa2e-bbc7-58cd-b44b-04b12d2bd781,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.119,Skin Cancer
188,C44,,Other and unspecified malignant neoplasm of skin,C44.1191,"Basal cell carcinoma of skin of left upper eyelid, including canthus",22d83e8b-ee31-52ca-8349-9eb1aad6ed90,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.1191,Skin Cancer
189,C44,,Other and unspecified malignant neoplasm of skin,C44.1192,"Basal cell carcinoma of skin of left lower eyelid, including canthus",7ba27537-ba26-5974-a3de-7130d51d7f1f,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.1192,Skin Cancer
190,C44,,Other and unspecified malignant neoplasm of skin,C44.12,"Squamous cell carcinoma of skin of eyelid, including canthus",937378be-0558-5fd0-9e1c-23a715c72714,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.12,Skin Cancer
191,C44,,Other and unspecified malignant neoplasm of skin,C44.121,"Squamous cell carcinoma of skin of unspecified eyelid, including canthus",98eacc42-3c27-5b30-b988-ba25b83cadeb,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.121,Skin Cancer
192,C44,,Other and unspecified malignant neoplasm of skin,C44.122,"Squamous cell carcinoma of skin of right eyelid, including canthus",7d61efa8-c0a1-585a-8f18-4a1736d6eacf,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.122,Skin Cancer
193,C44,,Other and unspecified malignant neoplasm of skin,C44.1221,"Squamous cell carcinoma of skin of right upper eyelid, including canthus",06d2fd18-b93c-5ad2-8024-24d2e6824023,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.1221,Skin Cancer
194,C44,,Other and unspecified malignant neoplasm of skin,C44.1222,"Squamous cell carcinoma of skin of right lower eyelid, including canthus",6d22f1c3-66c9-5eb4-bcc1-13199ed79182,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.1222,Skin Cancer
195,C44,,Other and unspecified malignant neoplasm of skin,C44.129,"Squamous cell carcinoma of skin of left eyelid, including canthus",539b14b4-e9f2-5290-badb-d11acf497b3c,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.129,Skin Cancer
196,C44,,Other and unspecified malignant neoplasm of skin,C44.1291,"Squamous cell carcinoma of skin of left upper eyelid, including canthus",5ddeb22c-47c3-561c-8c62-af302120b0d9,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.1291,Skin Cancer
197,C44,,Other and unspecified malignant neoplasm of skin,C44.1292,"Squamous cell carcinoma of skin of left lower eyelid, including canthus",8d9c8dbe-60ba-5378-a2d0-d8f1fde257f9,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.1292,Skin Cancer
198,C44,,Other and unspecified malignant neoplasm of skin,C44.13,"Sebaceous cell carcinoma of skin of eyelid, including canthus",c9d55cd4-4315-5f4a-9353-51224c769f1d,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.13,Skin Cancer
199,C44,,Other and unspecified malignant neoplasm of skin,C44.131,"Sebaceous cell carcinoma of skin of unspecified eyelid, including canthus",e3b457c2-e4a5-5b1d-ba86-4fc741c4cc75,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.131,Skin Cancer
200,C44,,Other and unspecified malignant neoplasm of skin,C44.132,"Sebaceous cell carcinoma of skin of right eyelid, including canthus",6bdeac49-a4a3-5a04-8dad-387967524321,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.132,Skin Cancer
201,C44,,Other and unspecified malignant neoplasm of skin,C44.1321,"Sebaceous cell carcinoma of skin of right upper eyelid, including canthus",79898947-fdb5-5060-a202-3002b8384625,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-/C44.1321,Skin Cancer
